Player,Season,School,Conf,Class,G,GS,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,,SOS
Bonzi Wells,1995-96,Ball State,MAC,SO,28,28,32.5,9.6,19.4,.494,8.5,16.1,.527,1.1,3.3,.337,5.1,7.2,.708,,,8.8,2.9,3.1,1.2,3.8,3.1,25.4,,1.83
Bonzi Wells,1996-97,Ball State,MAC,JR,29,28,31.0,7.9,17.0,.465,7.0,13.4,.526,0.9,3.6,.240,5.3,7.7,.691,,,7.9,4.4,2.5,0.7,4.3,2.9,22.0,,1.48
Bonzi Wells,1997-98,Ball State,MAC,SR,29,,29.1,8.2,16.8,.490,6.4,11.9,.538,1.8,4.9,.373,4.6,6.7,.689,,,6.3,3.3,3.6,0.7,3.4,3.1,22.8,,0.68
Michael Doleac,1994-95,Utah,WAC,FR,34,1,16.1,2.4,5.3,.453,2.4,5.2,.455,0.0,0.0,.000,2.1,2.9,.742,,,4.2,0.2,0.4,0.9,1.1,1.9,6.9,,4.85
Michael Doleac,1995-96,Utah,WAC,SO,34,,24.1,3.0,6.4,.463,3.0,6.4,.465,0.0,0.0,.000,2.7,3.4,.793,,,7.7,0.8,0.6,0.9,1.4,2.7,8.6,,6.42
Michael Doleac,1996-97,Utah,WAC,JR,33,33,26.5,5.0,9.4,.537,4.8,8.8,.543,0.2,0.5,.444,4.1,5.3,.776,,,7.7,0.8,0.7,0.9,1.8,2.6,14.4,,5.46
Michael Doleac,1997-98,Utah,WAC,SR,32,32,27.4,5.2,10.6,.488,4.8,9.6,.497,0.4,1.0,.406,5.4,6.7,.805,2.2,5.0,7.1,0.5,0.4,1.0,1.6,2.3,16.1,,4.90
Keon Clark,1996-97,UNLV,WAC,JR,29,4,28.1,5.8,10.4,.556,5.6,9.8,.572,0.2,0.7,.316,3.0,4.8,.629,,,10.0,1.1,0.8,3.9,2.6,3.2,14.8,,3.51
Keon Clark,1997-98,UNLV,WAC,SR,10,10,32.1,5.7,10.4,.548,5.3,9.6,.552,0.4,0.8,.500,3.0,4.5,.667,,,8.6,1.9,0.2,2.6,2.8,3.8,14.8,,5.34
Michael Dickerson,1994-95,Arizona,Pac-10,FR,29,0,11.4,1.7,3.2,.538,1.4,2.6,.541,0.3,0.7,.526,1.0,1.4,.683,,,2.0,0.6,0.3,0.1,0.8,0.7,4.8,,10.35
Michael Dickerson,1995-96,Arizona,Pac-10,SO,32,11,23.0,4.5,10.3,.438,3.5,7.4,.475,1.0,2.8,.341,1.9,2.6,.738,,,3.5,1.8,0.7,0.3,1.9,1.6,11.9,,8.42
Michael Dickerson,1996-97,Arizona,Pac-10,JR,34,34,31.7,6.9,16.6,.412,5.2,11.7,.446,1.6,4.9,.331,3.6,5.0,.712,,,4.5,1.5,1.1,0.1,2.5,2.7,18.9,,11.04
Michael Dickerson,1997-98,Arizona,Pac-10,SR,35,35,28.2,6.9,13.5,.510,5.3,9.5,.554,1.6,4.0,.404,2.6,3.4,.758,,,4.5,1.8,1.1,0.2,2.2,2.3,18.0,,8.36
Matt Harpring,1994-95,Georgia Tech,ACC,FR,29,24,33.3,4.2,8.6,.484,3.2,6.1,.525,1.0,2.5,.384,2.8,3.8,.736,,,6.2,2.3,1.3,0.2,2.1,2.3,12.1,,9.15
Matt Harpring,1995-96,Georgia Tech,ACC,SO,36,36,36.9,6.5,12.7,.510,4.6,8.4,.551,1.8,4.3,.429,3.8,5.0,.762,,,8.1,2.2,1.8,0.1,2.4,2.5,18.6,,12.70
Matt Harpring,1996-97,Georgia Tech,ACC,JR,27,27,37.6,6.3,15.2,.412,3.9,8.1,.473,2.4,7.0,.342,4.1,6.0,.675,,,8.2,2.2,1.2,0.4,3.6,2.6,19.0,,11.96
Matt Harpring,1997-98,Georgia Tech,ACC,SR,32,32,36.3,7.2,15.8,.456,5.6,10.5,.530,1.6,5.3,.310,5.6,6.9,.810,,,9.4,2.6,1.4,0.2,3.4,2.2,21.6,,8.70
Bryce Drew,1994-95,Valparaiso,Mid-Cont,FR,27,,34.9,4.3,9.9,.438,1.4,3.6,.402,2.9,6.3,.459,1.8,2.4,.754,,,2.4,6.0,1.4,0.1,2.6,2.2,13.4,,-8.81
Bryce Drew,1995-96,Valparaiso,Mid-Cont,SO,32,,35.5,5.6,12.5,.444,2.7,5.3,.506,2.9,7.2,.398,3.2,3.7,.866,,,2.9,5.1,1.4,0.0,2.8,2.3,17.2,,-9.20
Bryce Drew,1996-97,Valparaiso,Mid-Cont,JR,31,31,34.8,6.2,13.5,.461,3.0,6.5,.465,3.2,7.1,.457,4.2,4.8,.879,,,3.0,4.7,1.6,0.1,2.5,2.3,19.9,,-4.98
Bryce Drew,1997-98,Valparaiso,Mid-Cont,SR,31,,35.9,6.7,14.9,.450,3.7,7.9,.465,3.0,7.0,.433,3.3,4.2,.792,,,4.2,5.0,1.7,0.1,2.4,2.0,19.8,,-2.66
Pat Garrity,1994-95,Notre Dame,Ind,FR,27,27,27.6,5.0,9.6,.523,4.8,9.0,.533,0.3,0.7,.389,3.0,4.0,.766,,,5.1,1.3,0.7,0.6,2.6,2.9,13.4,,2.17
Pat Garrity,1995-96,Notre Dame,Big East,SO,27,27,33.1,6.6,13.8,.476,6.0,11.9,.508,0.5,1.9,.275,3.6,5.2,.686,,,7.1,1.4,0.9,0.5,2.7,3.1,17.2,,10.65
Pat Garrity,1996-97,Notre Dame,Big East,JR,30,30,35.2,7.4,15.2,.484,6.1,11.8,.513,1.3,3.4,.382,5.1,6.5,.776,,,7.4,2.8,0.8,0.6,3.5,2.6,21.1,,8.15
Pat Garrity,1997-98,Notre Dame,Big East,SR,27,27,35.4,7.9,16.5,.481,6.4,12.5,.516,1.5,4.0,.370,5.9,7.9,.750,,,8.3,2.4,0.6,0.6,3.5,2.8,23.2,,6.28
Roshown McLeod,1993-94,St. John's (NY),Big East,FR,29,5,18.7,2.7,6.2,.430,2.7,6.0,.443,0.0,0.2,.000,1.3,1.8,.736,,,3.8,1.2,0.9,0.4,1.1,2.3,6.7,,8.48
Roshown McLeod,1994-95,St. John's (NY),Big East,SO,28,1,20.1,3.1,6.4,.480,3.0,6.1,.488,0.1,0.3,.333,1.6,2.2,.710,,,4.3,1.1,0.6,0.7,1.1,3.0,7.8,,6.75
Roshown McLeod,1995-96-RS,Duke,ACC,Transfer
Roshown McLeod,1996-97,Duke,ACC,JR,33,30,24.2,4.3,8.8,.490,3.5,6.6,.528,0.8,2.2,.375,2.5,3.1,.794,,,5.3,0.9,0.9,1.0,1.7,3.2,11.9,,9.06
Roshown McLeod,1997-98,Duke,ACC,SR,36,27,23.7,5.4,11.0,.494,4.2,8.1,.524,1.2,3.0,.411,3.1,4.4,.706,1.8,3.8,5.6,1.4,1.2,0.7,1.9,2.8,15.3,,9.32
Ricky Davis,1997-98,Iowa,Big Ten,FR,31,26,26.6,5.6,12.0,.466,4.7,9.0,.518,0.9,2.9,.308,2.9,4.2,.698,1.8,3.0,4.8,2.4,1.2,0.3,3.4,1.7,15.0,,6.05
Brian Skinner,1994-95,Baylor,SWC,FR,18,17,27.8,5.4,9.1,.598,5.4,9.1,.598,0.0,0.0,,2.2,5.3,.421,,,8.2,0.5,0.8,3.8,2.4,3.1,13.1,,-0.43
Brian Skinner,1995-96,Baylor,SWC,SO,27,27,33.3,6.9,11.5,.601,6.9,11.5,.601,0.0,0.0,,3.7,6.0,.620,,,9.3,0.6,1.0,3.0,3.1,2.9,17.6,,1.14
Brian Skinner,1996-97,Baylor,Big 12,JR,30,30,32.4,6.5,11.6,.562,6.5,11.6,.562,0.0,0.0,,3.1,5.7,.535,,,8.4,0.9,1.2,3.2,2.4,2.9,16.1,,2.99
Brian Skinner,1997-98,Baylor,Big 12,SR,28,28,36.5,6.9,12.4,.553,6.9,12.4,.553,0.0,0.0,,4.4,7.4,.591,,,9.5,0.5,1.4,3.5,,3.0,18.1,,4.90
Tyronn Lue,1995-96,Nebraska,Big 8,FR,35,34,29.5,3.0,6.6,.453,2.4,4.9,.497,0.6,1.7,.328,1.9,2.7,.688,,,3.0,4.1,1.4,0.1,2.7,2.4,8.5,,5.58
Tyronn Lue,1996-97,Nebraska,Big 12,SO,32,30,35.9,6.7,14.9,.452,5.3,10.6,.496,1.5,4.3,.343,3.9,4.8,.813,,,2.9,4.3,1.3,0.0,4.0,2.3,18.8,,8.17
Tyronn Lue,1997-98,Nebraska,Big 12,JR,32,32,35.9,7.5,17.1,.439,5.1,10.6,.479,2.4,6.5,.373,3.8,4.5,.828,,,4.3,4.8,2.0,0.1,4.1,2.0,21.2,,5.65
Felipe López,1994-95,St. John's (NY),Big East,FR,28,28,34.5,5.9,14.4,.411,4.7,10.4,.452,1.3,4.1,.307,4.7,6.2,.753,,,5.7,2.8,1.5,0.5,3.2,2.7,17.8,,6.75
Felipe López,1995-96,St. John's (NY),Big East,SO,27,,33.5,5.8,14.2,.406,4.8,10.5,.458,1.0,3.7,.260,3.7,5.4,.683,,,6.2,1.9,1.1,0.5,3.1,2.3,16.2,,9.96
Felipe López,1996-97,St. John's (NY),Big East,JR,27,27,35.4,5.3,12.9,.407,4.3,8.9,.477,1.0,4.0,.250,4.4,7.1,.620,,,6.8,2.3,1.0,0.4,3.6,3.0,15.9,,8.25
Felipe López,1997-98,St. John's (NY),Big East,SR,32,32,34.6,6.4,14.9,.431,4.6,9.4,.487,1.9,5.6,.337,2.8,4.9,.573,,,4.8,2.7,1.2,0.8,2.3,3.0,17.6,,6.76
Sam Jacobson,1994-95,Minnesota,Big Ten,FR,31,12,19.6,3.0,6.4,.465,2.4,4.7,.517,0.5,1.7,.321,1.2,1.8,.667,,,4.8,1.2,0.6,0.1,1.4,2.8,7.7,,6.31
Sam Jacobson,1995-96,Minnesota,Big Ten,SO,32,32,26.7,4.5,10.8,.412,3.0,7.2,.419,1.5,3.7,.398,2.3,3.0,.789,,,4.8,2.0,1.2,0.3,2.6,2.6,12.8,,6.92
Sam Jacobson,1996-97,Minnesota,Big Ten,JR,35,34,24.2,5.4,11.7,.457,3.6,7.3,.496,1.7,4.4,.394,1.2,1.9,.642,,,4.5,1.7,0.9,0.1,2.2,3.0,13.7,,9.20
Sam Jacobson,1997-98,Minnesota,Big Ten,SR,32,31,31.3,6.7,15.8,.426,5.2,11.2,.468,1.5,4.6,.324,3.3,4.5,.727,,,5.2,1.8,1.3,0.2,1.8,2.6,18.2,,8.32
Corey Benjamin,1996-97,Oregon State,Pac-10,FR,23,17,26.1,5.3,12.2,.432,3.7,7.3,.509,1.5,4.8,.315,2.9,4.4,.653,,,4.0,1.3,1.1,0.5,3.4,3.5,14.9,,11.25
Corey Benjamin,1997-98,Oregon State,Pac-10,SO,25,22,26.9,7.4,13.7,.539,6.2,9.8,.639,1.2,4.0,.293,3.9,5.4,.713,,,5.0,2.2,1.9,0.7,2.8,3.1,19.8,,6.18
Nazr Mohammed,1995-96,Kentucky,SEC,FR,16,0,5.5,0.8,1.8,.448,0.8,1.8,.448,0.0,0.0,,0.7,1.5,.458,,,1.5,0.2,0.3,0.5,1.1,1.1,2.3,,10.05
Nazr Mohammed,1996-97,Kentucky,SEC,SO,39,12,15.8,3.4,6.6,.510,3.4,6.6,.514,0.0,0.1,.000,1.2,2.3,.506,,,5.8,0.3,0.8,1.3,1.5,2.6,7.9,,9.26
Nazr Mohammed,1997-98,Kentucky,SEC,JR,39,27,21.0,4.9,8.2,.597,4.9,8.2,.597,0.0,0.0,,2.3,3.5,.652,,,7.2,0.7,0.9,1.9,1.5,2.3,12.0,,9.85
Ansu Sesay,1994-95,Ole Miss,SEC,FR,27,5,21.7,2.3,6.6,.354,1.7,3.9,.434,0.6,2.7,.236,1.9,2.8,.684,,,3.8,1.2,0.4,0.6,2.2,2.3,7.2,,5.66
Ansu Sesay,1995-96,Ole Miss,SEC,SO,25,22,26.6,3.7,9.4,.396,3.4,7.7,.440,0.3,1.7,.190,2.8,4.0,.707,,,5.8,1.8,1.0,0.8,2.6,3.3,10.6,,4.90
Ansu Sesay,1996-97,Ole Miss,SEC,JR,29,29,34.0,5.2,11.3,.456,4.7,9.5,.491,0.5,1.9,.278,3.9,5.2,.750,,,7.9,2.4,0.9,1.2,2.5,2.6,14.8,,5.76
Ansu Sesay,1997-98,Ole Miss,SEC,SR,29,29,33.2,6.2,13.7,.456,5.5,11.6,.475,0.7,2.1,.350,5.4,7.4,.727,,,7.6,2.8,1.2,0.9,,2.9,18.6,,7.07
Ruben Patterson,1996-97,Cincinnati,CUSA,JR,31,26,23.3,5.3,9.6,.548,4.9,8.4,.588,0.4,1.3,.282,2.8,4.6,.604,,,5.6,1.4,1.1,0.3,2.2,2.0,13.7,,5.51
Ruben Patterson,1997-98,Cincinnati,CUSA,SR,19,14,27.9,5.7,12.2,.472,4.8,8.6,.555,0.9,3.5,.269,4.1,6.7,.602,,,6.3,2.2,1.2,0.6,3.5,2.5,16.5,,4.97
Jelani McCoy,1995-96,UCLA,Pac-10,FR,31,31,29.7,4.5,6.6,.676,4.5,6.6,.676,0.0,0.0,,1.3,3.0,.435,,,7.8,0.9,0.6,3.3,2.0,2.5,10.2,,7.34
Jelani McCoy,1996-97,UCLA,Pac-10,SO,32,28,26.4,4.8,6.3,.756,4.8,6.3,.756,0.0,0.0,,1.4,3.2,.446,,,6.5,1.5,0.6,1.9,2.7,2.7,10.9,,10.43
Jelani McCoy,1997-98,UCLA,Pac-10,JR,15,0,21.3,3.8,6.3,.600,3.8,6.3,.600,0.0,0.0,,2.3,4.5,.522,,,7.1,0.9,0.5,1.7,2.3,2.0,9.9,,10.99
Shammond Williams,1994-95,UNC,ACC,FR,29,0,4.6,0.4,1.1,.387,0.2,0.4,.545,0.2,0.7,.300,0.6,0.7,.857,,,0.4,0.7,0.2,0.0,0.8,0.3,1.7,,13.14
Shammond Williams,1995-96,UNC,ACC,SO,32,3,20.7,2.6,5.8,.452,1.2,2.2,.543,1.4,3.6,.397,1.7,2.2,.768,,,2.6,2.0,0.5,0.0,1.8,1.4,8.3,,11.42
Shammond Williams,1996-97,UNC,ACC,JR,35,32,32.7,4.4,10.5,.422,1.7,4.0,.429,2.7,6.5,.419,2.5,3.1,.815,,,3.3,4.4,0.9,0.0,2.7,1.9,14.1,,12.00
Shammond Williams,1997-98,UNC,ACC,SR,38,32,32.9,5.5,11.3,.488,3.2,5.6,.577,2.3,5.7,.400,3.5,3.8,.911,,,3.2,4.2,1.0,0.1,2.6,1.2,16.8,,10.38
Jerome James,1995-96,Florida A&M,MEAC,SO,27,27,25.4,4.8,10.7,.448,4.8,10.6,.449,0.0,0.0,.000,2.3,5.1,.453,,,8.1,0.3,0.3,4.4,3.0,3.4,11.9,,-10.68
Jerome James,1996-97,Florida A&M,MEAC,JR,27,,26.1,6.6,12.4,.530,6.6,12.3,.532,0.0,0.0,.000,3.0,5.4,.558,,,9.0,0.6,0.7,4.4,3.6,4.2,16.1,,-8.96
Jerome James,1997-98,Florida A&M,MEAC,SR,27,,29.6,7.7,15.4,.500,7.7,15.4,.500,0.0,0.0,,4.4,8.0,.553,,,10.4,1.1,0.6,4.6,4.0,,19.9,,-11.82
Casey Shaw,1994-95,Toledo,MAC,FR,27,26,29.4,4.0,7.3,.556,4.0,7.3,.556,0.0,0.0,,2.1,4.0,.542,,,6.7,0.6,0.2,0.8,1.6,2.9,10.2,,0.37
Casey Shaw,1995-96,Toledo,MAC,SO,32,,32.8,5.9,11.3,.519,5.9,11.3,.521,0.0,0.0,.000,2.7,4.2,.642,,,5.6,1.4,0.4,0.6,2.5,2.9,14.4,,1.85
Casey Shaw,1996-97,Toledo,MAC,JR,27,,32.6,6.0,10.2,.589,6.0,10.2,.589,0.0,0.0,,4.3,7.6,.574,,,9.0,1.5,0.7,1.1,3.0,3.0,16.3,,-0.07
Casey Shaw,1997-98,Toledo,MAC,SR,27,,30.3,5.1,9.7,.529,5.1,9.6,.531,0.0,0.0,.000,4.0,6.5,.611,,,10.0,1.2,0.6,1.5,,2.7,14.2,,0.20
DeMarco Johnson,1994-95,Charlotte,Metro,FR,28,0,17.7,3.5,6.9,.503,3.5,6.8,.508,0.0,0.1,.000,1.7,2.4,.716,,,4.6,0.7,0.6,0.4,0.9,1.8,8.6,,3.56
DeMarco Johnson,1995-96,Charlotte,CUSA,SO,29,29,33.2,7.1,14.2,.499,6.9,13.4,.517,0.2,0.8,.208,3.8,5.7,.665,,,8.8,1.1,1.1,0.6,2.0,3.2,18.1,,6.78
DeMarco Johnson,1996-97,Charlotte,CUSA,JR,31,30,33.5,6.3,13.5,.470,6.0,12.3,.486,0.4,1.2,.306,5.8,7.4,.790,,,8.5,1.4,1.3,0.6,2.5,2.8,18.8,,5.25
DeMarco Johnson,1997-98,Charlotte,CUSA,SR,31,31,35.6,7.7,15.3,.501,7.1,13.7,.518,0.6,1.6,.360,5.1,6.6,.779,,,9.0,1.4,1.4,0.6,2.3,2.7,21.1,,6.72
Rafer Alston,1997-98,Fresno State,WAC,JR,33,,31.2,3.8,9.4,.401,1.8,3.4,.513,2.0,5.9,.337,1.5,2.0,.758,,,2.2,7.3,2.1,0.4,3.4,2.9,11.0,,5.63
Cuttino Mobley,1994-95,Rhode Island,A-10,SO,27,25,32.0,4.7,12.4,.377,3.1,7.1,.432,1.6,5.3,.303,2.3,3.0,.778,,,4.8,1.8,1.6,0.5,2.2,3.2,13.3,,6.58
Cuttino Mobley,1995-96,Rhode Island,A-10,JR,2,,17.5,4.5,7.0,.643,2.0,3.5,.571,2.5,3.5,.714,0.5,1.0,.500,,,0.0,2.5,2.0,0.0,2.0,3.0,12.0,,3.53
Cuttino Mobley,1996-97,Rhode Island,A-10,JR,30,20,24.3,4.6,10.5,.438,3.6,7.3,.500,1.0,3.2,.299,2.0,2.5,.803,,,3.9,1.5,1.3,0.3,1.6,2.7,12.2,,6.38
Cuttino Mobley,1997-98,Rhode Island,A-10,SR,34,34,33.3,5.7,11.8,.480,3.6,6.9,.525,2.0,4.9,.416,3.9,4.5,.856,,,4.3,2.6,1.6,0.5,2.2,2.6,17.2,,6.42
Miles Simon,1994-95,Arizona,Pac-10,FR,23,9,26.1,2.9,6.0,.482,1.6,3.1,.514,1.3,2.8,.446,1.9,2.4,.768,,,3.7,2.6,0.7,0.1,1.9,1.9,8.9,,10.35
Miles Simon,1995-96,Arizona,Pac-10,SO,33,30,32.0,4.1,9.2,.446,2.7,5.0,.549,1.4,4.2,.324,3.6,4.8,.764,,,4.0,4.1,1.2,0.2,3.2,2.3,13.2,,8.42
Miles Simon,1996-97,Arizona,Pac-10,JR,23,16,31.7,6.2,13.6,.455,4.2,8.7,.483,2.0,4.8,.405,4.1,5.5,.754,,,4.1,4.2,1.3,0.2,3.5,2.1,18.4,,11.04
Miles Simon,1997-98,Arizona,Pac-10,SR,35,35,31.4,5.7,12.0,.476,4.1,7.6,.540,1.6,4.4,.368,4.1,5.3,.778,,,3.5,3.5,1.3,0.1,3.0,1.4,17.2,,8.36
Jahidi White,1994-95,Georgetown,Big East,FR,26,0,7.7,0.9,2.2,.429,0.9,2.2,.429,0.0,0.0,,0.5,1.3,.371,,,1.8,0.1,0.3,0.9,0.8,1.1,2.3,,6.53
Jahidi White,1995-96,Georgetown,Big East,SO,37,0,11.1,1.9,3.4,.560,1.9,3.4,.560,0.0,0.0,,1.2,2.4,.483,,,3.7,0.1,0.5,1.2,1.4,2.4,4.9,,9.83
Jahidi White,1996-97,Georgetown,Big East,JR,30,30,20.2,2.8,5.5,.512,2.8,5.5,.512,0.0,0.0,,1.7,3.4,.485,,,6.4,0.5,0.5,2.0,2.2,3.3,7.3,,5.84
Jahidi White,1997-98,Georgetown,Big East,SR,12,12,21.6,4.3,6.8,.634,4.3,6.8,.634,0.0,0.0,,1.8,4.2,.440,,,9.1,0.2,1.0,2.2,1.6,3.3,10.5,,5.99
Sean Marks,1994-95,California,Pac-10,FR,19,0,9.3,1.2,2.3,.512,1.2,2.3,.512,0.0,0.0,,0.7,1.3,.542,,,0.7,0.3,0.3,0.6,0.8,1.4,3.0,,8.89
Sean Marks,1995-96,California,Pac-10,SO,12,0,7.7,0.5,1.8,.273,0.5,1.8,.273,0.0,0.0,,0.1,0.1,1.000,,,2.0,0.3,0.1,0.4,0.6,1.4,1.1,,6.44
Sean Marks,1996-97,California,Pac-10,JR,29,15,17.7,3.1,6.0,.520,2.8,5.5,.516,0.3,0.5,.571,1.5,2.2,.683,,,4.9,0.7,0.5,1.0,1.5,2.0,8.0,,10.12
Sean Marks,1997-98,California,Pac-10,SR,26,18,26.1,3.7,7.7,.478,3.6,7.3,.495,0.1,0.4,.182,2.4,3.5,.689,,,7.6,0.7,1.0,0.9,2.3,2.8,9.8,,7.95
Toby Bailey,1994-95,UCLA,Pac-10,FR,33,13,25.1,4.2,8.6,.484,3.5,6.4,.557,0.6,2.2,.274,1.6,2.8,.564,,,4.8,1.9,1.1,0.3,2.0,2.2,10.5,,10.03
Toby Bailey,1995-96,UCLA,Pac-10,SO,31,31,34.3,5.5,12.0,.458,3.5,6.9,.505,2.0,5.1,.395,1.8,2.8,.644,,,4.3,3.4,0.9,0.4,3.6,2.2,14.8,,7.34
Toby Bailey,1996-97,UCLA,Pac-10,JR,32,32,35.9,5.2,11.3,.461,3.9,7.3,.530,1.3,3.9,.333,2.4,3.6,.661,,,5.7,4.8,1.2,0.2,3.7,2.3,14.1,,10.43
Toby Bailey,1997-98,UCLA,Pac-10,SR,33,32,35.7,6.2,14.1,.443,4.8,9.7,.497,1.4,4.4,.324,4.0,5.4,.737,,,5.9,4.1,1.2,0.7,3.2,2.8,17.9,,10.99
Andrae Patterson,1994-95,Indiana,Big Ten,FR,28,19,19.3,3.0,6.1,.494,2.9,5.8,.494,0.1,0.3,.500,1.1,1.6,.689,,,3.9,0.8,0.6,0.6,1.8,2.9,7.3,,9.03
Andrae Patterson,1995-96,Indiana,Big Ten,SO,31,29,25.9,4.2,9.1,.461,3.5,7.3,.489,0.6,1.8,.351,2.3,3.1,.737,,,6.2,1.5,0.9,1.4,2.4,3.3,11.3,,10.88
Andrae Patterson,1996-97,Indiana,Big Ten,JR,30,25,27.6,5.0,10.7,.470,4.7,9.3,.504,0.4,1.4,.256,3.2,4.3,.758,,,6.7,1.4,1.1,1.3,2.6,3.0,13.7,,9.39
Andrae Patterson,1997-98,Indiana,Big Ten,SR,32,27,25.5,4.8,9.6,.495,4.4,8.5,.524,0.3,1.1,.278,2.8,3.5,.793,,,5.8,1.4,0.9,0.9,2.1,3.0,12.6,,10.71
Tyson Wheeler,1994-95,Rhode Island,A-10,FR,27,27,32.2,4.5,10.9,.412,2.6,5.9,.447,1.9,5.0,.370,2.4,3.6,.677,,,2.7,5.0,1.8,0.0,4.5,1.9,13.2,,6.58
Tyson Wheeler,1995-96,Rhode Island,A-10,SO,34,,34.6,5.2,12.8,.406,2.9,6.5,.439,2.3,6.3,.371,3.8,5.1,.747,,,2.9,6.0,1.6,0.0,3.4,2.0,16.5,,3.53
Tyson Wheeler,1996-97,Rhode Island,A-10,JR,30,30,33.3,5.5,12.9,.429,2.8,5.7,.488,2.7,7.2,.381,2.6,3.7,.718,,,3.0,5.6,1.9,0.1,2.9,1.9,16.4,,6.38
Tyson Wheeler,1997-98,Rhode Island,A-10,SR,34,34,34.0,5.1,12.6,.402,2.4,5.3,.458,2.7,7.4,.363,2.1,3.2,.648,,,2.6,6.0,1.3,0.1,2.9,1.9,14.9,,6.42
Ryan Stack,1994-95,South Carolina,SEC,FR,27,1,17.5,2.2,5.1,.424,1.6,3.6,.438,0.6,1.6,.395,1.0,1.7,.587,,,3.7,0.7,0.5,1.1,1.5,1.9,6.0,,8.51
Ryan Stack,1995-96,South Carolina,SEC,SO,31,,13.8,1.5,2.9,.506,1.2,2.2,.551,0.2,0.6,.350,1.1,1.4,.773,,,2.7,0.5,0.2,0.4,1.2,1.2,4.2,,6.23
Ryan Stack,1996-97,South Carolina,SEC,JR,31,28,23.4,2.0,4.3,.462,1.3,2.5,.519,0.6,1.7,.377,1.6,2.3,.681,,,4.3,0.9,0.6,0.9,1.7,2.3,6.2,,7.00
Ryan Stack,1997-98,South Carolina,SEC,SR,31,31,29.8,3.5,6.9,.498,3.0,5.4,.548,0.5,1.5,.319,2.2,3.1,.708,,,6.0,1.0,0.7,1.8,2.2,2.4,9.6,,8.77
Cory Carr,1994-95,Texas Tech,SWC,FR,28,,8.6,1.4,3.5,.408,1.1,2.3,.484,0.3,1.2,.265,1.0,1.5,.659,,,1.0,0.9,0.2,0.1,1.0,1.2,4.1,,1.87
Cory Carr,1995-96,Texas Tech,SWC,SO,32,3,25.3,5.3,11.9,.440,2.4,4.6,.517,2.9,7.3,.391,2.7,3.5,.761,,,3.8,1.5,0.6,0.1,1.3,1.8,16.1,,2.11
Cory Carr,1996-97,Texas Tech,Big 12,JR,28,28,37.5,7.6,17.8,.427,4.3,8.9,.476,3.4,8.9,.378,4.5,5.7,.792,,,4.6,2.9,0.9,0.1,3.5,2.1,23.1,,6.73
Cory Carr,1997-98,Texas Tech,Big 12,SR,27,27,37.5,7.7,18.3,.423,5.3,11.0,.480,2.5,7.3,.338,5.3,6.1,.861,,,4.9,2.6,1.1,0.3,2.8,2.4,23.3,,5.37
Andrew Betts,1997-98,Long Beach State,Big West,SR,21,,34.8,6.7,12.4,.540,6.7,12.4,.540,0.0,0.0,,5.3,7.7,.689,,,10.1,1.8,0.6,1.7,3.1,3.8,18.7,,-2.72
Corey Brewer,1996-97,Oklahoma,Big 12,JR,30,30,35.4,5.3,12.4,.426,4.7,10.3,.458,0.6,2.1,.270,6.4,8.2,.780,,,4.5,3.5,1.9,0.2,4.2,3.0,17.5,,5.03
Corey Brewer,1997-98,Oklahoma,Big 12,SR,33,33,35.4,6.5,15.1,.429,4.3,9.3,.463,2.2,5.8,.375,5.6,7.1,.798,,,5.6,3.2,1.6,0.5,3.5,2.8,20.8,,4.19
Derrick Dial,1994-95,Eastern Michigan,MAC,FR,30,16,25.6,3.5,8.6,.403,2.4,4.8,.490,1.1,3.8,.292,1.8,2.3,.768,,,5.1,1.3,0.6,0.1,0.9,2.1,9.8,,1.94
Derrick Dial,1995-96,Eastern Michigan,MAC,SO,31,30,29.5,5.2,10.7,.485,3.7,6.6,.556,1.5,4.1,.370,1.8,2.6,.700,,,5.7,2.0,1.0,0.4,1.2,1.6,13.7,,3.72
Derrick Dial,1996-97,Eastern Michigan,MAC,JR,32,,34.3,6.4,12.3,.520,4.7,8.2,.569,1.7,4.1,.423,3.2,3.9,.816,,,5.2,2.3,1.2,0.6,1.6,2.2,17.7,,1.67
Derrick Dial,1997-98,Eastern Michigan,MAC,SR,29,,35.5,7.7,15.8,.484,4.9,9.0,.548,2.7,6.8,.399,2.9,3.7,.785,,,6.7,2.3,1.3,0.9,2.1,2.3,20.9,,2.67
Greg Buckner,1994-95,Clemson,ACC,FR,28,28,32.5,5.0,9.6,.526,4.6,8.0,.571,0.5,1.6,.295,1.5,2.9,.513,,,5.9,2.1,2.3,0.4,1.4,2.5,12.0,,8.80
Greg Buckner,1995-96,Clemson,ACC,SO,29,29,32.8,5.0,10.5,.472,4.9,9.7,.511,0.0,0.9,.040,3.2,4.7,.672,,,5.1,1.7,1.0,0.3,1.3,2.2,13.1,,8.18
Greg Buckner,1996-97,Clemson,ACC,JR,33,33,32.5,5.8,11.9,.483,5.2,10.3,.510,0.5,1.6,.315,3.6,5.1,.708,,,4.5,1.9,1.1,0.3,1.9,2.6,15.6,,10.53
Greg Buckner,1997-98,Clemson,ACC,SR,32,32,31.9,6.4,11.9,.537,5.8,10.1,.575,0.6,1.8,.328,2.9,4.2,.696,,,4.1,2.6,1.6,0.3,1.5,2.9,16.3,,10.33
